Product,Max_Demand,Sold_Tickets,Legs,Tasks,Assigned_Fleets
P021705,1.06,1.06,BA2018QEYTFB -> AA0581TOBQEY,BA2018 -> AA0581,F16C0Y165 -> F16C0Y165
P021706,1.22,1.22,BA2018QEYTFB -> AA0581TOBQEY,BA2018 -> AA0581,F16C0Y165 -> F16C0Y165
P021707,1.22,1.22,BA2018QEYTFB -> AA0581TOBQEY,BA2018 -> AA0581,F16C0Y165 -> F16C0Y165
P021708,1.06,1.06,BA2018QEYTFB -> AA0581TOBQEY,BA2018 -> AA0581,F16C0Y165 -> F16C0Y165
P021712,1.22,1.22,BA2018QEYTFB -> AA0581TOBQEY,BA2018 -> AA0581,F16C0Y165 -> F16C0Y165
P021716,0.02,0.02,BA2624QEYTFB -> AA0581TOBQEY,BA2624 -> AA0581,F16C0Y165 -> F16C0Y165
P021717,1.22,1.22,BA2624QEYTFB -> AA0581TOBQEY,BA2624 -> AA0581,F16C0Y165 -> F16C0Y165
P021718,0.56,0.56,BA2624QEYTFB -> AA0581TOBQEY,BA2624 -> AA0581,F16C0Y165 -> F16C0Y165
P021723,0.65,0.65,BA2624QEYTFB -> AA0581TOBQEY,BA2624 -> AA0581,F16C0Y165 -> F16C0Y165
P021728,0.08,0.08,BA2046QEYTFB -> AA0583TOBQEY,BA2046 -> AA0583,F16C0Y165 -> F16C0Y165
P021729,0.31,0.31,BA2046QEYTFB -> AA0583TOBQEY,BA2046 -> AA0583,F16C0Y165 -> F16C0Y165
P021734,0.0699999999999999,0.07,BA2046QEYTFB -> AA0583TOBQEY,BA2046 -> AA0583,F16C0Y165 -> F16C0Y165
P021737,3.14,3.14,BA2068QEYTFB -> AA0587TOBQEY,BA2068 -> AA0587,F16C0Y165 -> F16C0Y165
P021738,0.24,0.24,BA2068QEYTFB -> AA0587TOBQEY,BA2068 -> AA0587,F16C0Y165 -> F16C0Y165
P021739,1.22,1.22,BA2068QEYTFB -> AA0587TOBQEY,BA2068 -> AA0587,F16C0Y165 -> F16C0Y165
P021740,0.64,0.64,BA2068QEYTFB -> AA0587TOBQEY,BA2068 -> AA0587,F16C0Y165 -> F16C0Y165
P021741,0.1399999999999999,0.14,BA2068QEYTFB -> AA0587TOBQEY,BA2068 -> AA0587,F16C0Y165 -> F16C0Y165
P021745,0.92,0.92,BA2068QEYTFB -> AA0587TOBQEY,BA2068 -> AA0587,F16C0Y165 -> F16C0Y165
P021750,19.76270517929143,19.76,BA2024TFBZWS -> AA0501TOBTFB,BA2024 -> AA0501,F16C0Y165 -> F16C0Y165
P021757,0.33,0.33,BA2024TFBZWS -> AA0501TOBTFB,BA2024 -> AA0501,F16C0Y165 -> F16C0Y165
P021785,1.35,1.35,BA2266TFBZWS -> AA0515TOBTFB,BA2266 -> AA0515,F16C0Y165 -> F16C0Y165
P021803,17.539421199081602,17.54,BA2408TFBZWS -> AA0517TOBTFB,BA2408 -> AA0517,F16C0Y165 -> F16C0Y165
P021817,12.275743602173844,12.28,AA0107TFBBOD -> AA0641UVTTFB,AA0107 -> AA0641,F16C0Y165 -> F16C0Y165
P021829,0.7100000000000001,0.71,AA0111TFBBOD -> AA0641UVTTFB,AA0111 -> AA0641,F16C0Y165 -> F16C0Y165
P021844,11.640676426940145,3.47,AA0731TFBBOD -> AA0641UVTTFB,super_AA0731 -> AA0641,F16C0Y165 -> F16C0Y165
P021846,2.58,2.58,AA0641UVTTFB,AA0641,F16C0Y165
P021847,41.39,41.39,AA0641UVTTFB,AA0641,F16C0Y165
P021848,8.269999999999998,8.27,AA0641UVTTFB,AA0641,F16C0Y165
P021849,48.82,48.82,AA0641UVTTFB,AA0641,F16C0Y165
P021850,9.16,9.16,AA0641UVTTFB,AA0641,F16C0Y165
P021851,3.76,3.76,AA0641UVTTFB,AA0641,F16C0Y165
P021853,0.9600000000000002,0.96,AA0641UVTTFB,AA0641,F16C0Y165
P021854,13.9,13.9,AA0641UVTTFB,AA0641,F16C0Y165
P021855,16.02,16.02,AA0641UVTTFB,AA0641,F16C0Y165
P021856,3.68,3.68,AA0641UVTTFB,AA0641,F16C0Y165
P021859,6.163363286512445,6.16,AA0065XSHBOD,,
P021861,15.756809360597074,15.76,AA0065XSHBOD,,
P021862,0.67,0.67,AA0065XSHBOD,,
P021863,8.356884204177723,8.36,AA0065XSHBOD,,
P021867,2.33,2.33,AA0065XSHBOD,,
P021878,1.33,1.33,AA0069LUOKOV -> AA0064XSHLUO,super_AA0069 -> super_AA0064,F16C0Y165 -> F16C0Y165
P021881,0.67,0.67,AA0065XSHKOV,,
P021884,4.890335525826216,4.89,AA0065XSHKOV,,
P021885,8.356884204177723,8.36,AA0065XSHKOV,,
P021888,12.46471926522521,12.46,AA0065XSHKOV,,
P021889,1.67,1.67,AA0065XSHKOV,,
P021892,0.33,0.33,AA0064XSHLUO,super_AA0064,F16C0Y165
P021899,11.547495345579843,11.55,AA0064XSHLUO,super_AA0064,F16C0Y165
P021900,0.33,0.33,AA0064XSHLUO,super_AA0064,F16C0Y165
P021903,0.33,0.33,AA0065XSHQTH,super_AA0065,F0C0Y76
P021912,0.33,0.33,AA0064XSHTFB,,
P021913,17.16643196674736,17.17,AA0064XSHTFB,,
P021914,5.866966037648984,5.87,AA0064XSHTFB,,
P021915,19.301845632384243,19.3,AA0064XSHTFB,,
P021916,12.410685912502563,12.41,AA0064XSHTFB,,
P021918,8.09196641597557,8.09,AA0064XSHTFB,,
P021920,23.013270292934926,23.01,AA0064XSHTFB,,
P021921,11.56878294402192,11.57,AA0064XSHTFB,,
P021922,5.730928443228511,5.73,AA0064XSHTFB,,
P021927,12.148261248616333,12.15,AA0076KOVTFB -> AA0065XSHKOV,AA0076,F16C0Y165
P021931,23.119373278020603,23.12,AA0076KOVTFB -> AA0065XSHKOV,AA0076,F16C0Y165
P021935,17.16643196674736,17.17,AA0061ZBLBOD,,
P021936,6.009255191289335,6.01,AA0061ZBLBOD,,
P021937,19.301845632384243,19.3,AA0061ZBLBOD,,
P021938,2.33,2.33,AA0061ZBLBOD,,
P021939,0.66,0.66,AA0061ZBLBOD,,
P021942,22.79712249483576,22.8,AA0061ZBLBOD,,
P021943,5.640000000000001,5.64,AA0061ZBLBOD,,
P021944,2.67,2.67,AA0061ZBLBOD,,
P021947,5.727960028586975,5.73,AA0067KOVBOD -> AA0066ZBLKOV,super_AA0067 -> super_AA0066,F16C0Y165 -> F0C0Y76
P021950,0.33,0.33,AA0067KOVBOD -> AA0066ZBLKOV,super_AA0067 -> super_AA0066,F16C0Y165 -> F0C0Y76
P021954,11.54395999178593,11.54,AA0067KOVBOD -> AA0066ZBLKOV,super_AA0067 -> super_AA0066,F16C0Y165 -> F0C0Y76
P021955,0.66,0.66,AA0067KOVBOD -> AA0066ZBLKOV,super_AA0067 -> super_AA0066,F16C0Y165 -> F0C0Y76
P021969,6.158722971128908,6.16,AA0066ZBLKOV,super_AA0066,F0C0Y76
P021971,12.148261248616333,12.15,AA0066ZBLKOV,super_AA0066,F0C0Y76
P021972,0.33,0.33,AA0066ZBLKOV,super_AA0066,F0C0Y76
P021973,8.356884204177723,8.36,AA0066ZBLKOV,super_AA0066,F0C0Y76
P021977,3.3200000000000003,3.32,AA0066ZBLKOV,super_AA0066,F0C0Y76
P021982,1.33,1.33,AA0090BODTFB -> AA0061ZBLBOD,AA0090,F16C0Y165
P021988,0.33,0.33,AA0090BODTFB -> AA0061ZBLBOD,AA0090,F16C0Y165
P021989,0.33,0.33,AA0066ZBLTFB,,
P021991,5.727960028586975,5.73,AA0066ZBLTFB,,
P021993,14.998728363615388,15.0,AA0066ZBLTFB,,
P021998,11.66617904009988,11.67,AA0066ZBLTFB,,
P022000,2.85,2.85,BA2079BMXTFB,BA2079,F0C0Y76
P022001,6.0,6.0,BA2079BMXTFB,BA2079,F0C0Y76
P022002,5.708172037333509,5.71,BA2079BMXTFB,BA2079,F0C0Y76
P022003,21.1528074801852,18.4,BA2079BMXTFB,BA2079,F0C0Y76
P022004,15.54400032569884,15.54,BA2079BMXTFB,BA2079,F0C0Y76
P022005,2.71,2.71,BA2079BMXTFB,BA2079,F0C0Y76
P022006,9.443192987062284,9.44,BA2079BMXTFB,BA2079,F0C0Y76
P022007,1.34,1.34,BA2079BMXTFB,BA2079,F0C0Y76
P022009,11.526337122707424,11.53,BA2079BMXTFB,BA2079,F0C0Y76
P022010,2.48,2.48,BA2079BMXTFB,BA2079,F0C0Y76
P022011,2.92,2.92,BA2087BMXTFB,BA2087,F16C0Y165
P022012,19.515672040990857,19.52,BA2087BMXTFB,BA2087,F16C0Y165
P022013,5.866966037648984,5.87,BA2087BMXTFB,BA2087,F16C0Y165
P022014,22.10302722926614,22.1,BA2087BMXTFB,BA2087,F16C0Y165
P022015,19.190000000000005,19.19,BA2087BMXTFB,BA2087,F16C0Y165
P022016,7.1,7.1,BA2087BMXTFB,BA2087,F16C0Y165
P022017,10.358117138437215,10.36,BA2087BMXTFB,BA2087,F16C0Y165
P022018,1.36,1.36,BA2087BMXTFB,BA2087,F16C0Y165
P022019,11.419999999999998,11.42,BA2087BMXTFB,BA2087,F16C0Y165
P022020,12.669341745747936,12.67,BA2087BMXTFB,BA2087,F16C0Y165
P022021,12.52,12.52,BA2087BMXTFB,BA2087,F16C0Y165
P022033,0.02,0.02,BA2400TFBCJM -> AA0730BODTFB,BA2400 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022035,0.02,0.02,BA2400TFBCJM -> AA0730BODTFB,BA2400 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022036,0.05,0.05,BA2400TFBCJM -> AA0730BODTFB,BA2400 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022037,0.37,0.37,BA2400TFBCJM -> AA0730BODTFB,BA2400 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022038,0.02,0.02,BA2400TFBCJM -> AA0730BODTFB,BA2400 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022040,0.02,0.02,BA2400TFBCJM -> AA0730BODTFB,BA2400 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022045,17.169567455512695,17.17,BA2486TFBCMJ -> AA0730BODTFB,BA2486 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022048,12.140645707338145,12.14,BA2486TFBCMJ -> AA0730BODTFB,BA2486 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022055,0.33,0.33,BA2217TFBCPJ -> AA0730BODTFB,super_AA0730,F16C0Y165
P022079,5.727960028586975,5.73,AA0672TFBEFO -> AA0730BODTFB,AA0672 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022087,5.568432339266027,5.57,AA0672TFBEFO -> AA0730BODTFB,AA0672 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022092,1.66,1.66,AA0660TFBEGX -> AA0730BODTFB,AA0660 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022098,0.93,0.93,AA0660TFBEGX -> AA0730BODTFB,AA0660 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022099,1.84,1.84,AA3294BODEVU,AA3294,F0C0Y76
P022100,17.26796098308241,17.27,AA3294BODEVU,AA3294,F0C0Y76
P022103,15.026825563770744,15.03,AA3294BODEVU,AA3294,F0C0Y76
P022104,0.6000000000000001,0.6,AA3294BODEVU,AA3294,F0C0Y76
P022109,5.890000000000001,5.89,AA3294BODEVU,AA3294,F0C0Y76
P022110,1.2100000000000002,1.21,AA3296BODEVU,AA3296,F0C0Y76
P022111,0.34,0.34,AA3296BODEVU,AA3296,F0C0Y76
P022112,0.0999999999999999,0.1,AA3296BODEVU,AA3296,F0C0Y76
P022113,0.34,0.34,AA3296BODEVU,AA3296,F0C0Y76
P022114,9.38,9.38,AA3296BODEVU,AA3296,F0C0Y76
P022115,1.13,1.13,AA3296BODEVU,AA3296,F0C0Y76
P022116,0.1299999999999999,0.13,AA3296BODEVU,AA3296,F0C0Y76
P022118,0.42,0.42,AA3296BODEVU,AA3296,F0C0Y76
P022119,0.32,0.32,AA3296BODEVU,AA3296,F0C0Y76
P022120,9.8,9.8,AA3296BODEVU,AA3296,F0C0Y76
P022121,1.4600000000000002,1.46,AA3298BODEVU,AA3298,F12C12Y48
P022122,0.09,0.09,AA3298BODEVU,AA3298,F12C12Y48
P022123,0.05,0.05,AA3298BODEVU,AA3298,F12C12Y48
P022124,0.09,0.09,AA3298BODEVU,AA3298,F12C12Y48
P022125,0.09,0.09,AA3298BODEVU,AA3298,F12C12Y48
P022126,3.3400000000000003,3.34,AA3298BODEVU,AA3298,F12C12Y48
P022127,0.06,0.06,AA3298BODEVU,AA3298,F12C12Y48
P022128,0.02,0.02,AA3298BODEVU,AA3298,F12C12Y48
P022129,0.09,0.09,AA3298BODEVU,AA3298,F12C12Y48
P022130,0.92,0.92,AA3298BODEVU,AA3298,F12C12Y48
P022131,17.919999999999998,17.92,AA3298BODEVU,AA3298,F12C12Y48
P022132,0.33,0.33,AA0690TFBHFH -> AA0730BODTFB,AA0690 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022144,17.20105455767763,17.2,AA0870BODIOM,AA0870,F16C0Y165
P022145,5.7700000000000005,5.77,AA0870BODIOM,AA0870,F16C0Y165
P022146,90.22,83.64,AA0870BODIOM,AA0870,F16C0Y165
P022147,30.58,30.58,AA0870BODIOM,AA0870,F16C0Y165
P022148,0.54,0.54,AA0870BODIOM,AA0870,F16C0Y165
P022153,3.2099999999999995,3.21,AA0870BODIOM,AA0870,F16C0Y165
P022155,18.99356992935661,18.99,AA0730BODJBI,,
P022158,12.670341282719503,12.67,AA0730BODJBI,,
P022159,5.70671738087863,5.71,AA0730BODJBI,,
P022160,8.279562181088341,8.28,AA0730BODJBI,,
P022161,2.28,2.28,AA0730BODJBI,,
P022162,24.346116262399,24.35,AA0730BODJBI,,
P022163,12.130758549858026,12.13,AA0730BODJBI,,
P022164,2.79,2.79,AA0730BODJBI,,
P022178,5.727960028586975,5.73,AA0452TFBMBY -> AA0730BODTFB,AA0452 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022189,5.727960028586975,5.73,AA0470TFBMBY -> AA0730BODTFB,AA0470 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022192,4.890335525826216,4.89,AA0470TFBMBY -> AA0730BODTFB,AA0470 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022220,0.33,0.33,BA2015TFBQEY -> AA0730BODTFB,BA2015 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022222,1.07,1.07,BA2015TFBQEY -> AA0730BODTFB,BA2015 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022229,11.888133709286336,11.89,BA2015TFBQEY -> AA0730BODTFB,BA2015 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022234,19.41681926092155,8.4,BA2043TFBQEY -> AA0730BODTFB,BA2043 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022263,5.568432339266027,5.57,BA2106TFBQTD -> AA0730BODTFB,BA2106 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022275,1.32,1.32,AA0730BODTFB,super_AA0730,F16C0Y165
P022277,11.18,11.18,AA0730BODTFB,super_AA0730,F16C0Y165
P022280,2.35,2.35,AA0730BODTFB,super_AA0730,F16C0Y165
P022282,1.96,1.96,AA0730BODTFB,super_AA0730,F16C0Y165
P022284,13.257485825457884,13.26,AA0730BODTFB,super_AA0730,F16C0Y165
P022285,3.24,3.24,AA0730BODTFB,super_AA0730,F16C0Y165
P022286,0.67,0.67,AA0312TFBTGP -> AA0730BODTFB,super_AA0312 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022295,11.429307959220452,11.43,AA0312TFBTGP -> AA0730BODTFB,super_AA0312 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022296,0.33,0.33,AA0312TFBTGP -> AA0730BODTFB,super_AA0312 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022299,5.727960028586975,5.73,AA0326TFBTKD -> AA0730BODTFB,AA0326 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022310,5.755945467156341,5.76,AA0362TFBTNG -> AA0730BODTFB,AA0362 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022333,19.497063621974227,15.84,BA2408TFBZWS -> AA0730BODTFB,BA2408 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022348,3.308534337475569,3.31,BA2118TFBZZD -> AA0730BODTFB,BA2118 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022351,0.67,0.67,BA2118TFBZZD -> AA0730BODTFB,BA2118 -> super_AA0730,F16C0Y165 -> F16C0Y165
P022352,4.087383509973745,4.09,AA0103TFBBOD -> AA0743BUMTFB,AA0103 -> AA0743,F16C0Y165 -> F16C0Y165
P022357,0.48,0.48,AA0103TFBBOD -> AA0743BUMTFB,AA0103 -> AA0743,F16C0Y165 -> F16C0Y165
P022376,5.7640017402530495,5.76,AA0125TFBGBJ -> AA0743BUMTFB,AA0125 -> AA0743,F16C0Y165 -> F16C0Y165
P022377,19.471425244714045,14.53,AA0125TFBGBJ -> AA0743BUMTFB,AA0125 -> AA0743,F16C0Y165 -> F16C0Y165
P022379,1.58,1.58,AA0125TFBGBJ -> AA0743BUMTFB,AA0125 -> AA0743,F16C0Y165 -> F16C0Y165
P022389,12.39863260586321,12.4,AA0127TFBGBJ -> AA0743BUMTFB,AA0127 -> AA0743,F16C0Y165 -> F16C0Y165
P022398,16.490000000000002,16.49,AA0743BUMTFB,AA0743,F16C0Y165
P022400,32.06,32.06,AA0743BUMTFB,AA0743,F16C0Y165
P022401,4.38,4.38,AA0743BUMTFB,AA0743,F16C0Y165
P022402,30.790000000000006,30.79,AA0743BUMTFB,AA0743,F16C0Y165
P022403,0.35,0.35,AA0743BUMTFB,AA0743,F16C0Y165
P022405,38.88,38.88,AA0743BUMTFB,AA0743,F16C0Y165
P022406,3.21,3.21,AA0743BUMTFB,AA0743,F16C0Y165
P022410,19.60806389625008,19.61,AA0107TFBBOD -> BA2401CJMTFB,AA0107 -> BA2401,F16C0Y165 -> F16C0Y165
P022412,0.3199999999999999,0.32,AA0107TFBBOD -> BA2401CJMTFB,AA0107 -> BA2401,F16C0Y165 -> F16C0Y165
P022421,19.959801088836485,16.56,AA0109TFBBOD -> BA2401CJMTFB,AA0109 -> BA2401,F16C0Y165 -> F16C0Y165
P022422,12.171183782327992,12.17,AA0109TFBBOD -> BA2401CJMTFB,AA0109 -> BA2401,F16C0Y165 -> F16C0Y165
P022423,1.53,1.53,AA0109TFBBOD -> BA2401CJMTFB,AA0109 -> BA2401,F16C0Y165 -> F16C0Y165
P022428,0.53,0.53,AA0109TFBBOD -> BA2401CJMTFB,AA0109 -> BA2401,F16C0Y165 -> F16C0Y165
P022433,0.6700000000000002,0.67,AA0083TFBBOD -> BA2433CJMTFB,AA0083 -> BA2433,F16C0Y165 -> F16C0Y165
P022434,0.28,0.28,AA0083TFBBOD -> BA2433CJMTFB,AA0083 -> BA2433,F16C0Y165 -> F16C0Y165
P022438,11.781238249326613,5.44,AA0083TFBBOD -> BA2433CJMTFB,AA0083 -> BA2433,F16C0Y165 -> F16C0Y165
P022440,0.59,0.59,AA0087TFBBOD -> BA2433CJMTFB,AA0087 -> BA2433,F16C0Y165 -> F16C0Y165
P022442,5.7239889839598925,5.72,AA0087TFBBOD -> BA2433CJMTFB,AA0087 -> BA2433,F16C0Y165 -> F16C0Y165
P022455,12.167355453391751,12.17,AA0097TFBBOD -> BA2433CJMTFB,AA0097 -> BA2433,F16C0Y165 -> F16C0Y165
P022461,0.31,0.31,AA0097TFBBOD -> BA2433CJMTFB,AA0097 -> BA2433,F16C0Y165 -> F16C0Y165
P022464,0.4,0.4,AA0474TFBMBY -> BA2401CJMTFB,AA0474 -> BA2401,F16C0Y165 -> F16C0Y165
P022475,0.4,0.4,AA0566QEYMBY -> BA2047TFBQEY -> BA2401CJMTFB,AA0566 -> BA2047 -> BA2401,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P022487,19.54124548881412,19.54,AA0456TFBMBY -> BA2433CJMTFB,AA0456 -> BA2433,F16C0Y165 -> F16C0Y165
P022508,0.36,0.36,AA0460TFBMBY -> BA2433CJMTFB,AA0460 -> BA2433,F16C0Y165 -> F16C0Y165
P022514,23.003418350943114,16.35,AA0460TFBMBY -> BA2433CJMTFB,AA0460 -> BA2433,F16C0Y165 -> F16C0Y165
P022517,0.51,0.51,BA2047TFBQEY -> BA2401CJMTFB,BA2047 -> BA2401,F16C0Y165 -> F16C0Y165
P022519,5.935052405315656,5.94,BA2047TFBQEY -> BA2401CJMTFB,BA2047 -> BA2401,F16C0Y165 -> F16C0Y165
P022521,12.541016997219378,12.54,BA2047TFBQEY -> BA2401CJMTFB,BA2047 -> BA2401,F16C0Y165 -> F16C0Y165
P022532,12.148261248616333,12.15,BA2055TFBQEY -> BA2401CJMTFB,BA2055 -> BA2401,F16C0Y165 -> F16C0Y165
P022538,0.26,0.26,BA2055TFBQEY -> BA2401CJMTFB,BA2055 -> BA2401,F16C0Y165 -> F16C0Y165
P022539,1.61,1.61,BA2573TFBQEY -> BA2401CJMTFB,BA2573 -> BA2401,F16C0Y165 -> F16C0Y165
P022541,6.009255191289335,6.01,BA2573TFBQEY -> BA2401CJMTFB,BA2573 -> BA2401,F16C0Y165 -> F16C0Y165
P022543,13.423064996910565,13.42,BA2573TFBQEY -> BA2401CJMTFB,BA2573 -> BA2401,F16C0Y165 -> F16C0Y165
P022546,0.66,0.66,BA2573TFBQEY -> BA2401CJMTFB,BA2573 -> BA2401,F16C0Y165 -> F16C0Y165
P022549,0.56,0.56,BA2573TFBQEY -> BA2401CJMTFB,BA2573 -> BA2401,F16C0Y165 -> F16C0Y165
P022552,5.727960028586975,5.73,BA2627TFBQEY -> BA2401CJMTFB,BA2627 -> BA2401,F16C0Y165 -> F16C0Y165
P022571,0.25,0.25,BA2039TFBQEY -> BA2433CJMTFB,BA2039 -> BA2433,F16C0Y165 -> F16C0Y165
P022572,0.33,0.33,BA2129TFBQEY -> BA2433CJMTFB,BA2129 -> BA2433,F16C0Y165 -> F16C0Y165
P022574,6.00483744743746,6.0,BA2129TFBQEY -> BA2433CJMTFB,BA2129 -> BA2433,F16C0Y165 -> F16C0Y165
P022576,13.121531072338854,13.12,BA2129TFBQEY -> BA2433CJMTFB,BA2129 -> BA2433,F16C0Y165 -> F16C0Y165
P022578,8.09196641597557,8.09,BA2129TFBQEY -> BA2433CJMTFB,BA2129 -> BA2433,F16C0Y165 -> F16C0Y165
P022585,5.727960028586975,5.73,BA2433CJMTFB -> BA2473TFBQEY,BA2433 -> super_BA2473,F16C0Y165 -> F16C0Y165
P022587,12.828629111407194,12.83,BA2433CJMTFB -> BA2473TFBQEY,BA2433 -> super_BA2473,F16C0Y165 -> F16C0Y165
P022594,6.411820547537845,6.41,BA2401CJMTFB,BA2401,F16C0Y165
P022595,2.64,2.64,BA2401CJMTFB,BA2401,F16C0Y165
P022596,1.85,1.85,BA2401CJMTFB,BA2401,F16C0Y165
P022597,0.37,0.37,BA2401CJMTFB,BA2401,F16C0Y165
P022598,5.159999999999998,5.16,BA2401CJMTFB,BA2401,F16C0Y165
P022599,2.02,2.02,BA2401CJMTFB,BA2401,F16C0Y165
P022600,16.01,16.01,BA2401CJMTFB,BA2401,F16C0Y165
P022601,2.98,2.98,BA2401CJMTFB,BA2401,F16C0Y165
P022602,10.05,10.05,BA2401CJMTFB,BA2401,F16C0Y165
P022603,3.02,3.02,BA2401CJMTFB,BA2401,F16C0Y165
P022604,3.58,3.58,BA2401CJMTFB,BA2401,F16C0Y165
P022605,4.48,4.48,BA2433CJMTFB,BA2433,F16C0Y165
P022606,4.48,4.48,BA2433CJMTFB,BA2433,F16C0Y165
P022607,6.448508977934005,6.45,BA2433CJMTFB,BA2433,F16C0Y165
P022608,5.639999999999999,5.64,BA2433CJMTFB,BA2433,F16C0Y165
P022609,11.709999999999996,11.71,BA2433CJMTFB,BA2433,F16C0Y165
P022610,4.68,4.68,BA2433CJMTFB,BA2433,F16C0Y165
P022611,8.190000000000001,8.19,BA2433CJMTFB,BA2433,F16C0Y165
P022612,2.64,2.64,BA2433CJMTFB,BA2433,F16C0Y165
P022613,2.99,2.99,BA2433CJMTFB,BA2433,F16C0Y165
P022614,2.68,2.68,BA2433CJMTFB,BA2433,F16C0Y165
P022615,3.28,3.28,BA2433CJMTFB,BA2433,F16C0Y165
P022616,1.12,1.12,AA0083TFBBOD -> BA2483CMJTFB,AA0083 -> BA2483,F16C0Y165 -> F16C0Y165
P022618,5.7239889839598925,5.72,AA0083TFBBOD -> BA2483CMJTFB,AA0083 -> BA2483,F16C0Y165 -> F16C0Y165
P022626,5.716318156999165,5.72,AA0083TFBBOD -> BA2483CMJTFB,AA0083 -> BA2483,F16C0Y165 -> F16C0Y165
P022632,0.25,0.25,AA0097TFBBOD -> BA2485CMJTFB,AA0097 -> BA2485,F16C0Y165 -> F16C0Y165
P022637,5.52193734175017,5.52,AA0097TFBBOD -> BA2485CMJTFB,AA0097 -> BA2485,F16C0Y165 -> F16C0Y165
P022653,12.225112380875302,12.23,AA0093TFBBOD -> BA2487CMJTFB,AA0093 -> BA2487,F16C0Y165 -> F16C0Y165
P022659,0.29,0.29,AA0093TFBBOD -> BA2487CMJTFB,AA0093 -> BA2487,F16C0Y165 -> F16C0Y165
P022662,5.7160670621993015,5.72,AA0101TFBBOD -> BA2487CMJTFB,AA0101 -> BA2487,F16C0Y165 -> F16C0Y165
P022670,0.3,0.3,AA0101TFBBOD -> BA2487CMJTFB,AA0101 -> BA2487,F16C0Y165 -> F16C0Y165
P022673,5.952339784541646,5.95,AA0095TFBBOD -> BA2489CMJTFB,AA0095 -> BA2489,F16C0Y165 -> F16C0Y165
P022682,0.32,0.32,AA0119TFBBOD -> BA2489CMJTFB,AA0119 -> BA2489,F16C0Y165 -> F16C0Y165
P022684,5.708172037333509,5.71,AA0119TFBBOD -> BA2489CMJTFB,AA0119 -> BA2489,F16C0Y165 -> F16C0Y165
P022686,12.279660424147163,12.28,AA0119TFBBOD -> BA2489CMJTFB,AA0119 -> BA2489,F16C0Y165 -> F16C0Y165
P022693,0.32,0.32,AA0103TFBBOD -> BA2491CMJTFB,AA0103 -> BA2491,F16C0Y165 -> F16C0Y165
P022702,11.408881882070029,11.41,AA0103TFBBOD -> BA2491CMJTFB,AA0103 -> BA2491,F16C0Y165 -> F16C0Y165
P022708,12.378606785550954,12.38,AA0111TFBBOD -> BA2491CMJTFB,AA0111 -> BA2491,F16C0Y165 -> F16C0Y165
P022725,0.8799999999999999,0.88,AA0087TFBBOD -> BA2493CMJTFB,AA0087 -> BA2493,F16C0Y165 -> F16C0Y165
P022736,0.32,0.32,AA0089TFBBOD -> BA2493CMJTFB,AA0089 -> BA2493,F16C0Y165 -> F16C0Y165
P022738,0.02,0.02,BA2148TFBCPJ -> BA2485CMJTFB,BA2148 -> BA2485,F16C0Y165 -> F16C0Y165
P022740,19.301845632384243,19.3,BA2148TFBCPJ -> BA2485CMJTFB,BA2148 -> BA2485,F16C0Y165 -> F16C0Y165
P022745,0.02,0.02,BA2148TFBCPJ -> BA2485CMJTFB,BA2148 -> BA2485,F16C0Y165 -> F16C0Y165
P022746,12.200748478067354,12.2,BA2148TFBCPJ -> BA2485CMJTFB,BA2148 -> BA2485,F16C0Y165 -> F16C0Y165
P022757,11.66252501717818,11.66,BA2217TFBCPJ -> BA2487CMJTFB,BA2487,F16C0Y165
P022759,1.34,1.34,BA2426TFBCPJ -> BA2487CMJTFB,BA2426 -> BA2487,F16C0Y165 -> F16C0Y165
P022779,11.66617904009988,11.67,BA2140TFBCPJ -> BA2489CMJTFB,BA2140 -> BA2489,F16C0Y165 -> F16C0Y165
