Task,Origin,Destination,Leg_Count,Legs,Assigned_Fleet,Seat_Capacity_Per_Leg,Seat_Capacity,Task_Capacity,Total_Fly_Minutes,Fly_Minutes,Passenger_Boardings,Expected_Passengers,Total_Sold,Total_Unmet,Expected_Load(%),Load_Factor(%),Attributed_Revenue,Revenue,Operating_Cost,Cost,Attributed_Profit,Profit,Avg_Shadow_Price,Max_Shadow_Price,Shadow_Price_Summary,Product_Count,Is_Overnight_Task,Is_Super_Flight,Recommendation_Tag,Recommendation_Reason
AA0498,TFB,TBO,1,AA0498TFBTBO,F0C0Y76,76,76,76,160,160,76.0,76.0,64.37,20.2,100.0,100.0,9365.6,9365.6,6373.33,6373.33,2992.27,2992.27,14.88,14.88,avg=14.88; max=14.88; positive_legs=1,29,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0501,TOB,TFB,1,AA0501TOBTFB,F16C0Y165,165,165,165,157,157,151.6,151.6,134.5,2.7,91.88,91.88,20694.3,20694.3,12041.9,12041.9,8652.4,8652.4,6.12,6.12,avg=6.12; max=6.12; positive_legs=1,68,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0502,TFB,TOB,1,AA0502TFBTOB,F16C0Y165,165,165,165,158,158,151.4,151.4,146.9,0.0,91.76,91.76,20959.8,20959.8,12118.6,12118.6,8841.2,8841.2,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0503,TOB,TFB,1,AA0503TOBTFB,F16C0Y165,165,165,165,158,158,163.2,163.2,143.8,10.5,98.91,98.91,20819.3,20819.3,12118.6,12118.6,8700.7,8700.7,10.68,10.68,avg=10.68; max=10.68; positive_legs=1,54,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0504,TFB,TOB,1,AA0504TFBTOB,F16C0Y165,165,165,165,158,158,161.6,161.6,151.4,13.8,97.94,97.94,24501.9,24501.9,12118.6,12118.6,12383.3,12383.3,10.68,10.68,avg=10.68; max=10.68; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0505,TOB,TFB,1,AA0505TOBTFB,F16C0Y165,165,165,165,157,157,165.0,165.0,163.1,55.4,100.0,100.0,19248.0,19248.0,12041.9,12041.9,7206.1,7206.1,17.8,17.8,avg=17.80; max=17.80; positive_legs=1,12,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0507,TOB,TFB,1,AA0507TOBTFB,F16C0Y165,165,165,165,159,159,158.2,158.2,145.97,1.1,95.88,95.88,22832.7,22832.7,12195.3,12195.3,10637.4,10637.4,3.92,3.92,avg=3.92; max=3.92; positive_legs=1,40,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0508,TFB,TOB,1,AA0508TFBTOB,F16C0Y165,165,165,165,158,158,164.8,164.8,157.1,6.3,99.88,99.88,23557.8,23557.8,12118.6,12118.6,11439.2,11439.2,10.16,10.16,avg=10.16; max=10.16; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0511,TOB,TFB,1,AA0511TOBTFB,F16C0Y165,165,165,165,162,162,165.0,165.0,153.1,25.6,100.0,100.0,20716.3,20716.3,12425.4,12425.4,8290.9,8290.9,17.8,17.8,avg=17.80; max=17.80; positive_legs=1,56,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0512,TFB,TOB,1,AA0512TFBTOB,F16C0Y165,165,165,165,159,159,165.0,165.0,146.6,38.9,100.0,100.0,18917.7,18917.7,12195.3,12195.3,6722.4,6722.4,17.8,17.8,avg=17.80; max=17.80; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0514,TFB,TOB,1,AA0514TFBTOB,F16C0Y165,165,165,165,157,157,140.2,140.2,130.0,6.8,84.97,84.97,16909.6,16909.6,12041.9,12041.9,4867.7,4867.7,3.56,3.56,avg=3.56; max=3.56; positive_legs=1,41,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0515,TOB,TFB,1,AA0515TOBTFB,F0C0Y76,76,76,76,180,180,76.0,76.0,72.3,72.6,100.0,100.0,15313.2,15313.2,7170.0,7170.0,8143.2,8143.2,24.0,24.0,avg=24.00; max=24.00; positive_legs=1,39,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0516,TFB,TOB,1,AA0516TFBTOB,F0C0Y76,76,76,76,158,158,76.0,76.0,71.8,34.0,100.0,100.0,9721.2,9721.2,6293.67,6293.67,3427.53,3427.53,17.8,17.8,avg=17.80; max=17.80; positive_legs=1,20,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0517,TOB,TFB,1,AA0517TOBTFB,F0C0Y76,76,76,76,165,165,76.0,76.0,73.4,63.3,100.0,100.0,14640.8,14640.8,6572.5,6572.5,8068.3,8068.3,24.0,24.0,avg=24.00; max=24.00; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0518,TFB,TOB,1,AA0518TFBTOB,F0C0Y76,76,76,76,157,157,76.0,76.0,73.5,12.8,100.0,100.0,9536.6,9536.6,6253.83,6253.83,3282.77,3282.77,17.8,17.8,avg=17.80; max=17.80; positive_legs=1,18,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0520,TFB,CVS,1,AA0520TFBCVS,F0C0Y76,76,76,76,140,140,76.0,76.0,69.6,40.2,100.0,100.0,10401.1,10401.1,5576.67,5576.67,4824.43,4824.43,20.8,20.8,avg=20.80; max=20.80; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0521,CVS,TFB,1,AA0521CVSTFB,F16C0Y165,165,165,165,150,150,165.0,165.0,157.2,35.3,100.0,100.0,18840.9,18840.9,11505.0,11505.0,7335.9,7335.9,18.0,18.0,avg=18.00; max=18.00; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0522,TFB,CVS,1,AA0522TFBCVS,F16C0Y165,165,165,165,141,141,162.8,162.8,161.9,21.5,98.67,98.67,19822.6,19822.6,10814.7,10814.7,9007.9,9007.9,10.68,10.68,avg=10.68; max=10.68; positive_legs=1,17,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0524,TFB,CVS,1,AA0524TFBCVS,F16C0Y165,165,165,165,143,143,134.0,134.0,124.6,0.0,81.21,81.21,13152.53,13152.53,10968.1,10968.1,2184.43,2184.43,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,26,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0527,CVS,TFB,1,AA0527CVSTFB,F16C0Y165,165,165,165,153,153,165.0,165.0,159.77,16.7,100.0,100.0,20563.97,20563.97,11735.1,11735.1,8828.87,8828.87,18.0,18.0,avg=18.00; max=18.00; positive_legs=1,30,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0529,CVS,TFB,1,AA0529CVSTFB,F0C0Y76,76,76,76,151,151,76.0,76.0,69.2,60.0,100.0,100.0,10435.1,10435.1,6014.83,6014.83,4420.27,4420.27,22.4,22.4,avg=22.40; max=22.40; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0530,TFB,POU,1,AA0530TFBPOU,F16C0Y165,165,165,165,150,150,160.4,160.4,156.8,21.6,97.21,97.21,18992.5,18992.5,11505.0,11505.0,7487.5,7487.5,10.8,10.8,avg=10.80; max=10.80; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0531,POU,TFB,1,AA0531POUTFB,F16C0Y165,165,165,165,155,155,165.0,165.0,151.2,23.0,100.0,100.0,22646.3,22646.3,11888.5,11888.5,10757.8,10757.8,17.8,17.8,avg=17.80; max=17.80; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0533,POU,TFB,1,AA0533POUTFB,F16C0Y165,165,165,165,158,158,165.0,165.0,150.4,36.2,100.0,100.0,22873.6,22873.6,12118.6,12118.6,10755.0,10755.0,19.84,19.84,avg=19.84; max=19.84; positive_legs=1,60,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0536,TFB,POU,1,AA0536TFBPOU,F0C0Y76,76,76,76,149,149,76.0,76.0,65.7,19.1,100.0,100.0,8107.0,8107.0,5935.17,5935.17,2171.83,2171.83,18.0,18.0,avg=18.00; max=18.00; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0538,TFB,POU,1,AA0538TFBPOU,F16C0Y165,165,165,165,150,150,162.6,162.6,149.2,13.7,98.55,98.55,18367.1,18367.1,11505.0,11505.0,6862.1,6862.1,10.8,10.8,avg=10.80; max=10.80; positive_legs=1,34,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0539,POU,TFB,1,AA0539POUTFB,F16C0Y165,165,165,165,164,164,151.8,151.8,127.87,2.5,92.0,92.0,19033.63,19033.63,12578.8,12578.8,6454.83,6454.83,3.44,3.44,avg=3.44; max=3.44; positive_legs=1,83,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0549,QTQ,TFB,1,AA0549QTQTFB,F16C0Y165,165,165,165,170,170,165.0,165.0,161.6,37.0,100.0,100.0,32203.5,32203.5,13039.0,13039.0,19164.5,19164.5,27.2,27.2,avg=27.20; max=27.20; positive_legs=1,24,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0558,TFB,QTQ,1,AA0558TFBQTQ,F16C0Y165,165,165,165,161,161,128.0,128.0,126.9,0.0,77.58,77.58,16038.2,16038.2,12348.7,12348.7,3689.5,3689.5,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0560,QEY,MBY,1,AA0560QEYMBY,F16C0Y165,165,165,165,141,141,165.0,165.0,159.2,114.0,100.0,100.0,22877.5,22877.5,10814.7,10814.7,12062.8,12062.8,16.6,16.6,avg=16.60; max=16.60; positive_legs=1,29,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0561,MBY,QEY,1,AA0561MBYQEY,F0C0Y76,76,76,76,146,146,76.0,76.0,71.1,61.4,100.0,100.0,9096.9,9096.9,5815.67,5815.67,3281.23,3281.23,16.8,16.8,avg=16.80; max=16.80; positive_legs=1,27,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0562,QEY,MBY,1,AA0562QEYMBY,F16C0Y165,165,165,165,145,145,165.0,165.0,156.6,42.4,100.0,100.0,18561.2,18561.2,11121.5,11121.5,7439.7,7439.7,16.6,16.6,avg=16.60; max=16.60; positive_legs=1,28,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0563,MBY,QEY,1,AA0563MBYQEY,F16C0Y165,165,165,165,145,145,165.0,165.0,144.5,49.8,100.0,100.0,19554.5,19554.5,11121.5,11121.5,8433.0,8433.0,16.8,16.8,avg=16.80; max=16.80; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0564,QEY,MBY,1,AA0564QEYMBY,F16C0Y165,165,165,165,138,138,165.0,165.0,161.0,66.1,100.0,100.0,18461.3,18461.3,10584.6,10584.6,7876.7,7876.7,16.6,16.6,avg=16.60; max=16.60; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0565,MBY,QEY,1,AA0565MBYQEY,F16C0Y165,165,165,165,138,138,165.0,165.0,159.2,102.47,100.0,100.0,22967.8,22967.8,10584.6,10584.6,12383.2,12383.2,21.24,21.24,avg=21.24; max=21.24; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0566,QEY,MBY,1,AA0566QEYMBY,F0C0Y76,76,76,76,135,135,76.0,76.0,73.57,31.5,100.0,100.0,8958.9,8958.9,5377.5,5377.5,3581.4,3581.4,16.6,16.6,avg=16.60; max=16.60; positive_legs=1,19,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0568,QEY,MBY,1,AA0568QEYMBY,F16C0Y165,165,165,165,141,141,164.2,164.2,147.03,22.87,99.52,99.52,18370.9,18370.9,10814.7,10814.7,7556.2,7556.2,12.4,12.4,avg=12.40; max=12.40; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0569,MBY,QEY,1,AA0569MBYQEY,F16C0Y165,165,165,165,145,145,165.0,165.0,152.23,88.67,100.0,100.0,22378.27,22378.27,11121.5,11121.5,11256.77,11256.77,20.64,20.64,avg=20.64; max=20.64; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0573,TBO,QEY,1,AA0573TBOQEY,F0C0Y76,76,76,76,158,158,76.0,76.0,69.2,69.3,100.0,100.0,10160.4,10160.4,6293.67,6293.67,3866.73,3866.73,20.68,20.68,avg=20.68; max=20.68; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0574,QEY,TBO,1,AA0574QEYTBO,F0C0Y76,76,76,76,145,145,60.6,60.6,58.7,0.0,79.74,79.74,7275.0,7275.0,5775.83,5775.83,1499.17,1499.17,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,11,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0575,TBO,QEY,1,AA0575TBOQEY,F16C0Y165,165,165,165,152,152,165.0,165.0,154.6,24.67,100.0,100.0,22459.4,22459.4,11658.4,11658.4,10801.0,10801.0,18.6,18.6,avg=18.60; max=18.60; positive_legs=1,27,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0576,QEY,TBO,1,AA0576QEYTBO,F0C0Y76,76,76,76,150,150,76.0,76.0,68.4,13.1,100.0,100.0,9066.5,9066.5,5975.0,5975.0,3091.5,3091.5,18.8,18.8,avg=18.80; max=18.80; positive_legs=1,25,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0578,QEY,TBO,1,AA0578QEYTBO,F16C0Y165,165,165,165,146,146,162.6,162.6,159.4,29.3,98.55,98.55,20143.3,20143.3,11198.2,11198.2,8945.1,8945.1,11.28,11.28,avg=11.28; max=11.28; positive_legs=1,19,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0579,TBO,QEY,1,AA0579TBOQEY,F16C0Y165,165,165,165,149,149,158.8,158.8,143.6,8.5,96.24,96.24,19393.2,19393.2,11428.3,11428.3,7964.9,7964.9,11.0,11.0,avg=11.00; max=11.00; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0580,QEY,TOB,1,AA0580QEYTOB,F16C0Y165,165,165,165,146,146,164.4,164.4,156.53,11.2,99.64,99.64,19221.33,19221.33,11198.2,11198.2,8023.13,8023.13,10.32,10.32,avg=10.32; max=10.32; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0581,TOB,QEY,1,AA0581TOBQEY,F0C0Y76,76,76,76,163,163,76.0,76.0,65.1,27.3,100.0,100.0,8986.8,8986.8,6492.83,6492.83,2493.97,2493.97,16.76,16.76,avg=16.76; max=16.76; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0582,QEY,TOB,1,AA0582QEYTOB,F16C0Y165,165,165,165,148,148,150.4,150.4,145.2,2.6,91.15,91.15,18953.4,18953.4,11351.6,11351.6,7601.8,7601.8,5.36,5.36,avg=5.36; max=5.36; positive_legs=1,15,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0583,TOB,QEY,1,AA0583TOBQEY,F16C0Y165,165,165,165,143,143,165.0,165.0,148.33,35.9,100.0,100.0,21400.57,21400.57,10968.1,10968.1,10432.47,10432.47,17.0,17.0,avg=17.00; max=17.00; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0584,QEY,TOB,1,AA0584QEYTOB,F0C0Y76,76,76,76,148,148,76.0,76.0,62.6,28.6,100.0,100.0,8435.0,8435.0,5895.33,5895.33,2539.67,2539.67,17.2,17.2,avg=17.20; max=17.20; positive_legs=1,32,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0585,TOB,QEY,1,AA0585TOBQEY,F0C0Y76,76,76,76,141,141,76.0,76.0,76.0,43.4,100.0,100.0,10279.0,10279.0,5616.5,5616.5,4662.5,4662.5,17.0,17.0,avg=17.00; max=17.00; positive_legs=1,9,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0587,TOB,QEY,1,AA0587TOBQEY,F16C0Y165,165,165,165,144,144,155.8,155.8,133.3,1.5,94.42,94.42,17991.2,17991.2,11044.8,11044.8,6946.4,6946.4,4.56,4.56,avg=4.56; max=4.56; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0590,QEY,TOB,1,AA0590QEYTOB,F0C0Y76,76,76,76,143,143,69.6,69.6,57.6,1.6,91.58,91.58,8113.7,8113.7,5696.17,5696.17,2417.53,2417.53,3.44,3.44,avg=3.44; max=3.44; positive_legs=1,14,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0600,TFB,MBT,1,AA0600TFBMBT,F16C0Y165,165,165,165,142,142,105.8,105.8,105.5,0.0,64.12,64.12,12137.5,12137.5,10891.4,10891.4,1246.1,1246.1,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,10,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0603,MBT,TFB,1,AA0603MBTTFB,F16C0Y165,165,165,165,158,158,165.0,165.0,151.6,33.1,100.0,100.0,23400.7,23400.7,12118.6,12118.6,11282.1,11282.1,22.64,22.64,avg=22.64; max=22.64; positive_legs=1,75,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0604,TFB,MBT,1,AA0604TFBMBT,F16C0Y165,165,165,165,147,147,165.0,165.0,148.9,19.2,100.0,100.0,17904.1,17904.1,11274.9,11274.9,6629.2,6629.2,15.88,15.88,avg=15.88; max=15.88; positive_legs=1,52,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0605,MBT,TFB,1,AA0605MBTTFB,F16C0Y165,165,165,165,153,153,165.0,165.0,154.9,18.0,100.0,100.0,25710.8,25710.8,11735.1,11735.1,13975.7,13975.7,22.0,22.0,avg=22.00; max=22.00; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0606,TFB,MBT,1,AA0606TFBMBT,F16C0Y165,165,165,165,140,140,165.0,165.0,157.3,70.4,100.0,100.0,18779.5,18779.5,10738.0,10738.0,8041.5,8041.5,20.6,20.6,avg=20.60; max=20.60; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0607,MBT,TFB,1,AA0607MBTTFB,F0C0Y76,76,76,76,153,153,76.0,76.0,73.0,106.2,100.0,100.0,11920.3,11920.3,6094.5,6094.5,5825.8,5825.8,24.56,24.56,avg=24.56; max=24.56; positive_legs=1,44,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0608,TFB,MBT,1,AA0608TFBMBT,F16C0Y165,165,165,165,140,140,165.0,165.0,158.1,112.4,100.0,100.0,21891.5,21891.5,10738.0,10738.0,11153.5,11153.5,20.6,20.6,avg=20.60; max=20.60; positive_legs=1,77,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0609,MBT,TFB,1,AA0609MBTTFB,F16C0Y165,165,165,165,155,155,165.0,165.0,164.3,23.9,100.0,100.0,24177.3,24177.3,11888.5,11888.5,12288.8,12288.8,21.96,21.96,avg=21.96; max=21.96; positive_legs=1,17,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0610,TFB,MBT,1,AA0610TFBMBT,F16C0Y165,165,165,165,146,146,160.0,160.0,139.0,11.3,96.97,96.97,19968.9,19968.9,11198.2,11198.2,8770.7,8770.7,8.24,8.24,avg=8.24; max=8.24; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0611,MBT,TFB,1,AA0611MBTTFB,F16C0Y165,165,165,165,153,153,165.0,165.0,154.5,63.5,100.0,100.0,24216.5,24216.5,11735.1,11735.1,12481.4,12481.4,20.6,20.6,avg=20.60; max=20.60; positive_legs=1,69,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0612,TFB,MBT,1,AA0612TFBMBT,F16C0Y165,165,165,165,144,144,165.0,165.0,150.8,27.9,100.0,100.0,19277.3,19277.3,11044.8,11044.8,8232.5,8232.5,19.0,19.0,avg=19.00; max=19.00; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0613,MBT,TFB,1,AA0613MBTTFB,F16C0Y165,165,165,165,151,151,159.6,159.6,159.6,12.6,96.73,96.73,20276.2,20276.2,11581.7,11581.7,8694.5,8694.5,11.84,11.84,avg=11.84; max=11.84; positive_legs=1,11,1,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0614,TFB,MBT,1,AA0614TFBMBT,F0C0Y76,76,76,76,139,139,49.8,49.8,40.0,0.0,65.53,65.53,5500.2,5500.2,5536.83,5536.83,-36.63,-36.63,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,30,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0615,MBT,TFB,1,AA0615MBTTFB,F16C0Y165,165,165,165,160,160,165.0,165.0,153.7,67.7,100.0,100.0,23847.3,23847.3,12272.0,12272.0,11575.3,11575.3,20.96,20.96,avg=20.96; max=20.96; positive_legs=1,58,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0618,TFB,MBT,1,AA0618TFBMBT,F16C0Y165,165,165,165,141,141,84.4,84.4,72.6,0.0,51.15,51.15,9202.9,9202.9,10814.7,10814.7,-1611.8,-1611.8,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,27,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0619,MBT,TFB,1,AA0619MBTTFB,F16C0Y165,165,165,165,158,158,165.0,165.0,149.73,34.0,100.0,100.0,23749.63,23749.63,12118.6,12118.6,11631.03,11631.03,22.96,22.96,avg=22.96; max=22.96; positive_legs=1,48,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0620,QEY,MBT,1,AA0620QEYMBT,F16C0Y165,165,165,165,130,130,130.4,130.4,114.5,0.0,79.03,79.03,10162.1,10162.1,9971.0,9971.0,191.1,191.1,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,28,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0621,MBT,QEY,1,AA0621MBTQEY,F16C0Y165,165,165,165,134,134,158.2,158.2,158.2,6.2,95.88,95.88,16993.2,16993.2,10277.8,10277.8,6715.4,6715.4,6.08,6.08,avg=6.08; max=6.08; positive_legs=1,10,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0622,QEY,MBT,1,AA0622QEYMBT,F16C0Y165,165,165,165,131,131,160.4,160.4,152.8,13.3,97.21,97.21,17361.5,17361.5,10047.7,10047.7,7313.8,7313.8,6.96,6.96,avg=6.96; max=6.96; positive_legs=1,25,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0623,MBT,QEY,1,AA0623MBTQEY,F16C0Y165,165,165,165,137,137,164.4,164.4,157.2,10.7,99.64,99.64,20843.5,20843.5,10507.9,10507.9,10335.6,10335.6,10.44,10.44,avg=10.44; max=10.44; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0625,MBT,QEY,1,AA0625MBTQEY,F16C0Y165,165,165,165,140,140,165.0,165.0,151.3,28.17,100.0,100.0,20197.0,20197.0,10738.0,10738.0,9459.0,9459.0,18.84,18.84,avg=18.84; max=18.84; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0626,QEY,MBT,1,AA0626QEYMBT,F16C0Y165,165,165,165,130,130,165.0,165.0,155.4,22.9,100.0,100.0,19338.6,19338.6,9971.0,9971.0,9367.6,9367.6,20.24,20.24,avg=20.24; max=20.24; positive_legs=1,32,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0628,CMJ,MBT,1,AA0628CMJMBT,F16C0Y165,165,165,165,145,145,165.0,165.0,165.0,82.6,100.0,100.0,15411.4,15411.4,11121.5,11121.5,4289.9,4289.9,17.0,17.0,avg=17.00; max=17.00; positive_legs=1,5,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0629,MBT,QEY,1,AA0629MBTQEY,F16C0Y165,165,165,165,140,140,165.0,165.0,148.97,37.27,100.0,100.0,17661.0,17661.0,10738.0,10738.0,6923.0,6923.0,14.84,14.84,avg=14.84; max=14.84; positive_legs=1,78,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0630,TFB,QIY,1,AA0630TFBQIY,F16C0Y165,165,165,165,167,167,165.0,165.0,145.3,9.5,100.0,100.0,19567.1,19567.1,12808.9,12808.9,6758.2,6758.2,13.28,13.28,avg=13.28; max=13.28; positive_legs=1,52,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0631,QIY,TFB,1,AA0631QIYTFB,F0C0Y76,76,76,76,178,178,76.0,76.0,62.23,84.6,100.0,100.0,12923.13,12923.13,7090.33,7090.33,5832.8,5832.8,26.36,26.36,avg=26.36; max=26.36; positive_legs=1,69,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0632,TFB,QIY,1,AA0632TFBQIY,F16C0Y165,165,165,165,165,165,163.6,163.6,156.7,26.2,99.15,99.15,24148.7,24148.7,12655.5,12655.5,11493.2,11493.2,17.76,17.76,avg=17.76; max=17.76; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
