Leg,Task,Origin,Destination,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Total_Passengers,Expected_Load(%),Load_Factor(%),Bottleneck_Freq(%),Expected_Shadow_Price,Shadow_Price,Attributed_Revenue,Revenue_Contribution,Revenue_Per_Pax,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
BA2545TFBQEY,BA2545,TFB,QEY,BA2545,F16C0Y165,165,65.0,65.0,39.39,39.39,0.0,0.0,0.0,6971.6,6971.6,107.26,20,6971.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2354QEYHFH,BA2354,QEY,HFH,BA2354,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,11.2,11.2,6097.8,6097.8,80.23,34,6949.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2355HFHQEY,BA2355,HFH,QEY,BA2355,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,8.56,8.56,6274.8,6274.8,82.56,32,6925.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2002TFBZLN,BA2002,TFB,ZLN,BA2002,F12C0Y112,112,96.8,96.8,86.43,86.43,0.0,0.0,0.0,6888.2,6888.2,71.16,28,6888.2,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2359HFHQEY,BA2359,HFH,QEY,BA2359,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.44,9.44,6119.23,6119.23,80.52,43,6836.67,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2404MBYTKD,BA2404,MBY,TKD,super_BA2404,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,10.92,10.92,5997.1,5997.1,78.91,14,6827.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2563QEYPBL,BA2563,QEY,PBL,BA2563,F0C0Y76,76,65.4,65.4,86.05,86.05,20.0,0.0,0.0,6822.9,6822.9,104.33,20,6822.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2576TNGQEY,BA2576,TNG,QEY,BA2576,F0C0Y76,76,72.6,72.6,95.53,95.53,80.0,10.4,10.4,6029.17,6029.17,83.05,20,6819.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2115ZZDTFB,BA2115,ZZD,TFB,BA2115,F12C12Y48,48,42.0,42.0,87.5,87.5,40.0,8.88,8.88,6383.7,6383.7,151.99,19,6809.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2340TFBNTP,BA2340,TFB,NTP,BA2340,F0C0Y76,76,59.8,59.8,78.68,78.68,0.0,0.0,0.0,6809.5,6809.5,113.87,41,6809.5,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2412TNGCPJ,BA2412,TNG,CPJ,BA2412,F0C0Y76,76,61.0,61.0,80.26,80.26,0.0,0.0,0.0,6755.1,6755.1,110.74,17,6755.1,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2461TFBNGS,BA2461,TFB,NGS,BA2461,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,15.16,15.16,6025.8,6025.8,125.54,50,6753.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2642QEYTFB,BA2642,QEY,TFB,BA2642,F0C0Y72,72,68.6,68.6,95.28,95.28,60.0,5.16,5.16,6364.13,6364.13,92.77,74,6735.65,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2579ZFHTFB,BA2579,ZFH,TFB,BA2579,F0C0Y76,76,48.4,48.4,63.68,63.68,0.0,0.0,0.0,6682.4,6682.4,138.07,26,6682.4,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2495HFHTFB,BA2495,HFH,TFB,BA2495,F0C0Y72,72,63.4,63.4,88.06,88.06,20.0,2.2,2.2,6483.1,6483.1,102.26,43,6641.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2324TFBHUG,BA2324,TFB,HUG,super_BA2324,F12C12Y48,48,43.6,43.6,90.83,90.83,20.0,3.84,3.84,6448.3,6448.3,147.9,16,6632.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0048BERBOD,AA0048,BER,BOD,AA0048,F12C12Y48,48,37.6,37.6,78.33,78.33,0.0,0.0,0.0,6554.3,6554.3,174.32,14,6554.3,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2133CPJTFB,BA2133,CPJ,TFB,BA2133,F0C0Y72,72,62.8,62.8,87.22,87.22,20.0,0.48,0.48,6517.7,6517.7,103.79,38,6552.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2409ZWSTFB,BA2409,ZWS,TFB,BA2409,F0C0Y76,76,61.6,61.6,81.05,81.05,0.0,0.0,0.0,6544.03,6544.03,106.23,47,6544.03,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2270TFBHFH,BA2270,TFB,HFH,BA2270,F0C0Y76,76,65.2,65.2,85.79,85.79,0.0,0.0,0.0,6520.5,6520.5,100.01,39,6520.5,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2368TFBCPJ,BA2368,TFB,CPJ,BA2368,F0C0Y76,76,66.0,66.0,86.84,86.84,0.0,0.0,0.0,6501.7,6501.7,98.51,24,6501.7,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2486TFBCMJ,BA2486,TFB,CMJ,BA2486,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,6.52,6.52,5998.07,5998.07,78.92,102,6493.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0694TFBHFH,AA0694,TFB,HFH,AA0694,F16C0Y165,165,64.6,64.6,39.15,39.15,0.0,0.0,0.0,6491.8,6491.8,100.49,28,6491.8,Review_Schedule,"This leg is weak in both load and value, so it should be reviewed before keeping current capacity."
BA2222SENTFB,BA2222,SEN,TFB,BA2222,F0C0Y76,76,72.6,72.6,95.53,95.53,40.0,0.8,0.8,6410.0,6410.0,88.29,30,6470.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2384TFBZZK,BA2384,TFB,ZZK,BA2384,F0C0Y76,76,61.8,61.8,81.32,81.32,0.0,0.0,0.0,6470.2,6470.2,104.7,63,6470.2,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0056KOVTFB,AA0056,KOV,TFB,AA0056,F12C12Y48,48,31.6,31.6,65.83,65.83,0.0,0.0,0.0,6453.6,6453.6,204.23,8,6453.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2108TFBQTD,BA2108,TFB,QTD,BA2108,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,1.84,1.84,6294.23,6294.23,82.82,39,6434.07,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2328NGSQEY,BA2328,NGS,QEY,BA2328,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,4.36,4.36,6094.7,6094.7,80.19,42,6426.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2444TFBHFH,BA2444,TFB,HFH,BA2444,F0C0Y76,76,64.2,64.2,84.47,84.47,20.0,2.12,2.12,6209.0,6209.0,96.71,52,6370.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2478TUTQEY,BA2478,TUT,QEY,super_BA2478,F0C0Y76,76,41.2,41.2,54.21,54.21,0.0,0.0,0.0,6339.2,6339.2,153.86,16,6339.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2636PBLQEY,BA2636,PBL,QEY,BA2636,F0C0Y72,72,61.4,61.4,85.28,85.28,20.0,2.96,2.96,6096.6,6096.6,99.29,19,6309.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2026QEYTFB,BA2026,QEY,TFB,BA2026,F0C0Y76,76,70.8,70.8,93.16,93.16,0.0,0.0,0.0,6303.57,6303.57,89.03,83,6303.57,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2378TFBHFH,BA2378,TFB,HFH,BA2378,F0C0Y76,76,59.0,59.0,77.63,77.63,0.0,0.0,0.0,6251.9,6251.9,105.96,25,6251.9,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0066KOVTFB,AA0066,KOV,TFB,super_AA0066,F12C12Y48,48,30.0,30.0,62.5,62.5,0.0,0.0,0.0,6248.9,6248.9,208.3,14,6248.9,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2610PBLQEY,BA2610,PBL,QEY,BA2610,F0C0Y76,76,59.8,59.8,78.68,78.68,0.0,0.0,0.0,6243.1,6243.1,104.4,16,6243.1,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2301CPJQEY,BA2301,CPJ,QEY,BA2301,F0C0Y76,76,68.4,68.4,90.0,90.0,20.0,2.4,2.4,6043.1,6043.1,88.35,24,6225.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2487CMJTFB,BA2487,CMJ,TFB,BA2487,F16C0Y165,165,103.4,103.4,62.67,62.67,0.0,0.0,0.0,6222.9,6222.9,60.18,60,6222.9,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2076MBYTKD,BA2076,MBY,TKD,BA2076,F0C0Y76,76,74.6,74.6,98.16,98.16,40.0,4.48,4.48,5871.2,5871.2,78.7,13,6211.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2110TFBQTD,BA2110,TFB,QTD,BA2110,F0C0Y76,76,68.6,68.6,90.26,90.26,20.0,1.08,1.08,6080.63,6080.63,88.64,48,6162.71,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2217TFBMXT,BA2217,TFB,MXT,super_BA2217,F0C0Y76,76,58.8,58.8,77.37,77.37,0.0,0.0,0.0,6152.3,6152.3,104.63,44,6152.3,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2086TFBBMX,BA2086,TFB,BMX,BA2086,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,11.8,11.8,5568.2,5568.2,116.0,31,6134.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2506TFBHFH,BA2506,TFB,HFH,BA2506,F0C0Y76,76,63.0,63.0,82.89,82.89,0.0,0.0,0.0,6120.3,6120.3,97.15,42,6120.3,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2385ZZKTFB,BA2385,ZZK,TFB,BA2385,F0C0Y76,76,53.0,53.0,69.74,69.74,0.0,0.0,0.0,6090.3,6090.3,114.91,31,6090.3,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2311QEYCPJ,BA2311,QEY,CPJ,BA2311,F0C0Y76,76,61.2,61.2,80.53,80.53,0.0,0.0,0.0,6075.0,6075.0,99.26,16,6075.0,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2325QEYSEN,BA2325,QEY,SEN,BA2325,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,5.24,5.24,5676.5,5676.5,74.69,33,6074.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0040BERBOD,AA0040,BER,BOD,AA0040,F12C12Y48,48,39.2,39.2,81.67,81.67,0.0,0.0,0.0,6053.8,6053.8,154.43,12,6053.8,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2479ZMXTFB,BA2479,ZMX,TFB,BA2479,F0C0Y76,76,49.8,49.8,65.53,65.53,0.0,0.0,0.0,6041.9,6041.9,121.32,23,6041.9,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2061TFBQEY,BA2061,TFB,QEY,BA2061,F0C0Y76,76,70.2,70.2,92.37,92.37,40.0,3.2,3.2,5747.87,5747.87,81.88,60,5991.07,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2404TKDCPJ,BA2404,TKD,CPJ,super_BA2404,F0C0Y76,76,47.6,47.6,62.63,62.63,0.0,0.0,0.0,5957.8,5957.8,125.16,9,5957.8,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2492TFBCMJ,BA2492,TFB,CMJ,BA2492,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,5.12,5.12,5559.03,5559.03,73.15,73,5948.15,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2645QEYTNG,BA2645,QEY,TNG,BA2645,F0C0Y76,76,61.0,61.0,80.26,80.26,0.0,0.0,0.0,5946.6,5946.6,97.49,29,5946.6,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2098NGSQEY,BA2098,NGS,QEY,BA2098,F0C0Y76,76,73.6,73.6,96.84,96.84,60.0,0.96,0.96,5865.37,5865.37,79.69,36,5938.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2048QEYHFH,BA2048,QEY,HFH,BA2048,F0C0Y72,72,60.8,60.8,84.44,84.44,0.0,0.0,0.0,5934.67,5934.67,97.61,17,5934.67,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2438TFBHFH,BA2438,TFB,HFH,BA2438,F0C0Y72,72,69.2,69.2,96.11,96.11,20.0,1.24,1.24,5843.5,5843.5,84.44,53,5932.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2405CPJTNG,BA2405,CPJ,TNG,BA2405,F0C0Y76,76,59.0,59.0,77.63,77.63,0.0,0.0,0.0,5922.4,5922.4,100.38,16,5922.4,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2603MBYMBQ,BA2603,MBY,MBQ,BA2603,F0C0Y76,76,46.8,46.8,61.58,61.58,0.0,0.0,0.0,5909.1,5909.1,126.26,7,5909.1,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2629TFBQEY,BA2629,TFB,QEY,BA2629,F0C0Y76,76,54.2,54.2,71.32,71.32,0.0,0.0,0.0,5902.4,5902.4,108.9,43,5902.4,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2181TFBQEY,BA2181,TFB,QEY,BA2181,F0C0Y76,76,69.0,69.0,90.79,90.79,60.0,0.24,0.24,5873.8,5873.8,85.13,64,5892.04,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2047TFBQEY,BA2047,TFB,QEY,BA2047,F0C0Y72,72,64.0,64.0,88.89,88.89,20.0,0.08,0.08,5875.7,5875.7,91.81,57,5881.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2281TFBFVH,BA2281,TFB,FVH,BA2281,F0C0Y76,76,72.4,72.4,95.26,95.26,60.0,0.92,0.92,5801.9,5801.9,80.14,46,5871.82,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3464QEYPOU,AA3464,QEY,POU,AA3464,F0C0Y76,76,62.0,62.0,81.58,81.58,0.0,0.0,0.0,5867.2,5867.2,94.63,17,5867.2,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2155FBUTFB,BA2155,FBU,TFB,BA2155,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.64,9.64,5129.9,5129.9,67.5,28,5862.54,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2121TFBQEY,BA2121,TFB,QEY,BA2121,F16C0Y165,165,69.2,69.2,41.94,41.94,0.0,0.0,0.0,5846.2,5846.2,84.48,29,5846.2,Review_Schedule,"This leg is weak in both load and value, so it should be reviewed before keeping current capacity."
BA2064TFBFBU,BA2064,TFB,FBU,BA2064,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.76,9.76,5093.43,5093.43,67.02,16,5835.19,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2081QEYFVH,BA2081,QEY,FVH,BA2081,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,5.76,5.76,5389.93,5389.93,70.92,55,5827.69,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0153PNFBOD,AA0153,PNF,BOD,super_AA0153,F12C12Y48,48,26.8,26.8,55.83,55.83,0.0,0.0,0.0,5823.0,5823.0,217.28,6,5823.0,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2632TNGQEY,BA2632,TNG,QEY,BA2632,F0C0Y76,76,56.4,56.4,74.21,74.21,0.0,0.0,0.0,5817.5,5817.5,103.15,18,5817.5,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2078MBYTKD,BA2078,MBY,TKD,BA2078,F0C0Y76,76,75.2,75.2,98.95,98.95,60.0,3.08,3.08,5578.9,5578.9,74.19,16,5812.98,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2234TFBHFH,BA2234,TFB,HFH,BA2234,F0C0Y76,76,62.0,62.0,81.58,81.58,0.0,0.0,0.0,5784.9,5784.9,93.3,30,5784.9,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2489CMJTFB,BA2489,CMJ,TFB,BA2489,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,2.64,2.64,5574.8,5574.8,73.35,72,5775.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2134TFBFBU,BA2134,TFB,FBU,BA2134,F0C0Y76,76,71.8,71.8,94.47,94.47,60.0,4.76,4.76,5412.1,5412.1,75.38,19,5773.86,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2203ZLNTFB,BA2203,ZLN,TFB,BA2203,F0C0Y76,76,74.2,74.2,97.63,97.63,80.0,6.2,6.2,5250.9,5250.9,70.77,19,5722.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2363CPJTFB,BA2363,CPJ,TFB,BA2363,F0C0Y76,76,48.2,48.2,63.42,63.42,0.0,0.0,0.0,5712.6,5712.6,118.52,38,5712.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2170QEYTFB,BA2170,QEY,TFB,BA2170,F0C0Y76,76,71.8,71.8,94.47,94.47,60.0,3.88,3.88,5416.83,5416.83,75.44,75,5711.71,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0066BODDEW,AA0066,BOD,DEW,super_AA0066,F12C12Y48,48,42.0,42.0,87.5,87.5,20.0,0.0,0.0,5690.1,5690.1,135.48,18,5690.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2350QEYHFH,BA2350,QEY,HFH,BA2350,F0C0Y76,76,70.6,70.6,92.89,92.89,20.0,1.32,1.32,5583.6,5583.6,79.09,31,5683.92,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2410TFBHFH,BA2410,TFB,HFH,BA2410,F12C12Y48,48,47.2,47.2,98.33,98.33,80.0,8.0,8.0,5244.6,5244.6,111.11,50,5628.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0064LUOTFB,AA0064,LUO,TFB,super_AA0064,F0C0Y76,76,22.4,22.4,29.47,29.47,0.0,0.0,0.0,5627.6,5627.6,251.23,13,5627.6,Review_Schedule,"This leg is weak in both load and value, so it should be reviewed before keeping current capacity."
BA2231CPJTFB,BA2231,CPJ,TFB,BA2231,F0C0Y76,76,61.4,61.4,80.79,80.79,0.0,0.0,0.0,5585.6,5585.6,90.97,18,5585.6,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2129TFBQEY,BA2129,TFB,QEY,BA2129,F16C0Y165,165,63.4,63.4,38.42,38.42,0.0,0.0,0.0,5564.5,5564.5,87.77,60,5564.5,Review_Schedule,"This leg is weak in both load and value, so it should be reviewed before keeping current capacity."
BA2537QEYCPJ,BA2537,QEY,CPJ,BA2537,F0C0Y72,72,62.4,62.4,86.67,86.67,20.0,1.76,1.76,5404.6,5404.6,86.61,23,5531.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2193HFHTFB,BA2193,HFH,TFB,BA2193,F12C12Y48,48,47.6,47.6,99.17,99.17,80.0,11.52,11.52,4966.9,4966.9,104.35,24,5519.86,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2055TFBQEY,BA2055,TFB,QEY,BA2055,F0C0Y72,72,53.6,53.6,74.44,74.44,0.0,0.0,0.0,5518.3,5518.3,102.95,54,5518.3,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0614TFBMBT,AA0614,TFB,MBT,AA0614,F0C0Y76,76,49.8,49.8,65.53,65.53,0.0,0.0,0.0,5500.2,5500.2,110.45,30,5500.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2232QEYZWS,BA2232,QEY,ZWS,BA2232,F12C12Y48,48,43.8,43.8,91.25,91.25,20.0,1.04,1.04,5411.7,5411.7,123.55,33,5461.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2357HFHQEY,BA2357,HFH,QEY,BA2357,F0C0Y76,76,57.0,57.0,75.0,75.0,0.0,0.0,0.0,5432.9,5432.9,95.31,17,5432.9,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2159FBUTFB,BA2159,FBU,TFB,BA2159,F0C0Y76,76,70.4,70.4,92.63,92.63,40.0,3.4,3.4,5169.2,5169.2,73.43,34,5427.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2249HFHTFB,BA2249,HFH,TFB,BA2249,F0C0Y72,72,52.2,52.2,72.5,72.5,0.0,0.0,0.0,5332.9,5332.9,102.16,29,5332.9,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2295TFBFVH,BA2295,TFB,FVH,BA2295,F0C0Y76,76,42.0,42.0,55.26,55.26,0.0,0.0,0.0,5303.0,5303.0,126.26,19,5303.0,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2039TFBQEY,BA2039,TFB,QEY,BA2039,F16C0Y165,165,64.2,64.2,38.91,38.91,0.0,0.0,0.0,5293.33,5293.33,82.45,55,5293.33,Review_Schedule,"This leg is weak in both load and value, so it should be reviewed before keeping current capacity."
BA2233ZWSTFB,BA2233,ZWS,TFB,BA2233,F0C0Y76,76,46.6,46.6,61.32,61.32,0.0,0.0,0.0,5233.5,5233.5,112.31,38,5233.5,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2117ZZDTFB,BA2117,ZZD,TFB,BA2117,F0C0Y76,76,37.2,37.2,48.95,48.95,0.0,0.0,0.0,5233.4,5233.4,140.68,27,5233.4,Review_Schedule,"This leg is weak in both load and value, so it should be reviewed before keeping current capacity."
BA2019QEYSEN,BA2019,QEY,SEN,BA2019,F0C0Y76,76,66.8,66.8,87.89,87.89,0.0,0.0,0.0,5213.5,5213.5,78.05,42,5213.5,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2583ZFHTFB,BA2583,ZFH,TFB,BA2583,F0C0Y76,76,34.0,34.0,44.74,44.74,0.0,0.0,0.0,5207.7,5207.7,153.17,20,5207.7,Review_Schedule,"This leg is weak in both load and value, so it should be reviewed before keeping current capacity."
BA2192TFBHFH,BA2192,TFB,HFH,BA2192,F0C0Y76,76,53.6,53.6,70.53,70.53,0.0,0.0,0.0,5198.1,5198.1,96.98,30,5198.1,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2627TFBQEY,BA2627,TFB,QEY,BA2627,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,8.88,8.88,4725.63,4725.63,98.45,47,5151.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2297TFBSEN,BA2297,TFB,SEN,BA2297,F12C12Y48,48,46.2,46.2,96.25,96.25,60.0,3.44,3.44,4986.6,4986.6,107.94,38,5151.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2403TKDMBY,BA2403,TKD,MBY,super_BA2403,F0C0Y76,76,73.0,73.0,96.05,96.05,40.0,3.84,3.84,4837.7,4837.7,66.27,13,5129.54,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2352QEYHFH,BA2352,QEY,HFH,BA2352,F0C0Y76,76,56.2,56.2,73.95,73.95,0.0,0.0,0.0,5007.0,5007.0,89.09,20,5007.0,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2593QEYCPJ,BA2593,QEY,CPJ,BA2593,F12C12Y48,48,44.2,44.2,92.08,92.08,60.0,7.16,7.16,4656.9,4656.9,105.36,31,5000.58,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2298FVHTFB,BA2298,FVH,TFB,BA2298,F0C0Y76,76,42.8,42.8,56.32,56.32,0.0,0.0,0.0,4998.4,4998.4,116.79,32,4998.4,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2096TFBBMX,BA2096,TFB,BMX,BA2096,F0C0Y76,76,62.6,62.6,82.37,82.37,20.0,0.0,0.0,4965.6,4965.6,79.32,22,4965.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2199NNIMBY,BA2199,NNI,MBY,BA2199,F0C0Y76,76,47.8,47.8,62.89,62.89,0.0,0.0,0.0,4945.6,4945.6,103.46,10,4945.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2513QEYCPJ,BA2513,QEY,CPJ,BA2513,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,10.4,10.4,4441.2,4441.2,92.52,28,4940.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2045TFBQEY,BA2045,TFB,QEY,BA2045,F12C12Y48,48,46.8,46.8,97.5,97.5,60.0,5.6,5.6,4644.47,4644.47,99.24,37,4913.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2071TKDMBY,BA2071,TKD,MBY,BA2071,F0C0Y76,76,70.2,70.2,92.37,92.37,20.0,1.92,1.92,4672.2,4672.2,66.56,13,4818.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2609FVHQEY,BA2609,FVH,QEY,super_BA2609,F0C0Y76,76,73.6,73.6,96.84,96.84,80.0,1.28,1.28,4707.5,4707.5,63.96,50,4804.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
