Leg,Task,Origin,Destination,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Total_Passengers,Expected_Load(%),Load_Factor(%),Bottleneck_Freq(%),Expected_Shadow_Price,Shadow_Price,Attributed_Revenue,Revenue_Contribution,Revenue_Per_Pax,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA0076KOVTFB,AA0076,KOV,TFB,AA0076,F0C0Y76,76,63.0,63.0,82.89,82.89,0.0,0.0,0.0,13370.3,13370.3,212.23,28,13370.3,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2265ZWSTFB,BA2265,ZWS,TFB,BA2265,F16C0Y165,165,113.6,113.6,68.85,68.85,0.0,0.0,0.0,13369.5,13369.5,117.69,49,13369.5,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0065TFBLUO,AA0065,TFB,LUO,super_AA0065,F0C0Y76,76,61.2,61.2,80.53,80.53,0.0,0.0,0.0,13357.4,13357.4,218.26,18,13357.4,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0191BODGBJ,AA0191,BOD,GBJ,AA0191,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,20.0,20.0,11731.4,11731.4,154.36,60,13251.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0181BODGBJ,AA0181,BOD,GBJ,AA0181,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,22.52,22.52,11536.8,11536.8,151.8,9,13248.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0481TBOTFB,AA0481,TBO,TFB,AA0481,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,25.0,25.0,11301.5,11301.5,148.7,49,13201.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0070BODKOV,AA0070,BOD,KOV,super_AA0070,F0C0Y76,76,70.0,70.0,92.11,92.11,40.0,4.04,4.04,12893.1,12893.1,184.19,16,13200.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0061TFBKOV,AA0061,TFB,KOV,super_AA0061,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,39.36,39.36,11289.47,11289.47,235.2,42,13178.75,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0086BODTFB,AA0086,BOD,TFB,AA0086,F0C0Y76,76,61.4,61.4,80.79,80.79,20.0,5.76,5.76,12733.7,12733.7,207.39,18,13171.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0524TFBCVS,AA0524,TFB,CVS,AA0524,F16C0Y165,165,134.0,134.0,81.21,81.21,20.0,0.0,0.0,13152.53,13152.53,98.15,26,13152.53,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3463POUQEY,AA3463,POU,QEY,AA3463,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,22.72,22.72,11420.8,11420.8,150.27,51,13147.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2401CJMTFB,BA2401,CJM,TFB,BA2401,F0C0Y76,76,73.6,73.6,96.84,96.84,60.0,11.92,11.92,12207.6,12207.6,165.86,38,13113.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0067KOVBOD,AA0067,KOV,BOD,super_AA0067,F0C0Y76,76,72.4,72.4,95.26,95.26,40.0,6.0,6.0,12644.5,12644.5,174.65,19,13100.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0487TBOTFB,AA0487,TBO,TFB,AA0487,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,25.0,25.0,11157.3,11157.3,146.81,42,13057.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2393HFHTFB,BA2393,HFH,TFB,BA2393,F16C0Y165,165,135.6,135.6,82.18,82.18,0.0,0.0,0.0,13056.83,13056.83,96.29,73,13056.83,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2403CPJTKD,BA2403,CPJ,TKD,super_BA2403,F0C0Y76,76,75.8,75.8,99.74,99.74,80.0,17.12,17.12,11745.6,11745.6,154.96,18,13046.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2116TFBZZD,BA2116,TFB,ZZD,BA2116,F0C0Y76,76,75.2,75.2,98.95,98.95,80.0,17.32,17.32,11710.2,11710.2,155.72,58,13026.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0820TNGTFB,AA0820,TNG,TFB,super_AA0820,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,22.72,22.72,11274.9,11274.9,148.35,43,13001.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2430TFBZMX,BA2430,TFB,ZMX,BA2430,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,23.48,23.48,11206.9,11206.9,147.46,32,12991.38,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0231QWSTGP,AA0231,QWS,TGP,super_AA0231,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,25.44,25.44,10997.2,10997.2,144.7,16,12930.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2433CJMTFB,BA2433,CJM,TFB,BA2433,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,11.2,11.2,12058.8,12058.8,158.67,39,12910.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0134BODQEY,AA0134,BOD,QEY,AA0134,F0C0Y76,76,56.0,56.0,73.68,73.68,0.0,0.0,0.0,12887.3,12887.3,230.13,20,12887.3,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0041BODCFU,AA0041,BOD,CFU,AA0041,F0C0Y76,76,61.4,61.4,80.79,80.79,0.0,0.0,0.0,12851.4,12851.4,209.31,10,12851.4,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2349NTPTFB,BA2349,NTP,TFB,BA2349,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,19.8,19.8,11310.5,11310.5,148.82,34,12815.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2670TFBZMX,BA2670,TFB,ZMX,BA2670,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,23.0,23.0,11061.6,11061.6,145.55,42,12809.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3298BODEVU,AA3298,BOD,EVU,AA3298,F12C12Y48,48,29.8,29.8,62.08,62.08,0.0,0.0,0.0,12766.2,12766.2,428.4,13,12766.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0372TFBTNG,AA0372,TFB,TNG,AA0372,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,21.52,21.52,11124.7,11124.7,146.38,36,12760.22,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0152PUABOD,AA0152,PUA,BOD,super_AA0152,F0C0Y76,76,54.2,54.2,71.32,71.32,0.0,0.0,0.0,12751.8,12751.8,235.27,8,12751.8,Keep,This leg does not currently exhibit a strong adjustment signal.
AA3465POUQEY,AA3465,POU,QEY,AA3465,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,22.24,22.24,11029.7,11029.7,145.13,31,12719.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0300TFBTGP,AA0300,TFB,TGP,AA0300,F16C0Y165,165,108.2,108.2,65.58,65.58,0.0,0.0,0.0,12700.43,12700.43,117.38,29,12700.43,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2460TFBCAO,BA2460,TFB,CAO,BA2460,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,20.12,20.12,11045.5,11045.5,145.34,36,12574.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0220TGPQWS,AA0220,TGP,QWS,super_AA0220,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,23.4,23.4,10729.2,10729.2,141.17,13,12507.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0090BODTFB,AA0090,BOD,TFB,AA0090,F0C0Y76,76,63.0,63.0,82.89,82.89,0.0,0.0,0.0,12506.99,12506.99,198.52,58,12506.99,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2250SOPTFB,BA2250,SOP,TFB,BA2250,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,20.84,20.84,10917.4,10917.4,143.65,38,12501.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3451CVSQEY,AA3451,CVS,QEY,AA3451,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.56,17.56,11153.4,11153.4,146.76,38,12487.96,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0707MBYZWS,AA0707,MBY,ZWS,AA0707,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,23.2,23.2,10706.7,10706.7,140.88,21,12469.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
